,ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
32449,32450,0.43,Ideal,E,SI1,62.3,792,1841.860465,12.71268058,SN,SN
32450,32451,0.43,Very Good,E,SI1,62.4,792,1841.860465,12.69230769,SN,SN
32451,32452,0.39,Very Good,E,VS2,60.9,793,2033.333333,13.02134647,Negative,Negative
32452,32453,0.32,Premium,F,VVS2,61.8,793,2478.125,12.83171521,Negative,Negative
32453,32454,0.36,Very Good,D,VS1,62.8,793,2202.777778,12.62738854,Negative,Negative
32454,32455,0.4,Premium,H,VS1,61.8,793,1982.5,12.83171521,Negative,Negative
32455,32456,0.4,Premium,H,VS1,62.7,793,1982.5,12.64752791,SN,SN
32456,32457,0.39,Very Good,E,VS2,62.7,794,2035.897436,12.66347687,Negative,Negative
32457,32458,0.39,Ideal,H,VVS2,62.0,794,2035.897436,12.80645161,SN,SN
32458,32459,0.38,Ideal,H,VVS2,61.6,794,2089.473684,12.88961039,SN,SN
32459,32460,0.36,Ideal,G,VVS2,61.5,794,2205.555556,12.91056911,SP,SP
32460,32461,0.36,Ideal,G,VVS2,61.8,794,2205.555556,12.84789644,NR,NR
32461,32462,0.36,Ideal,G,VVS2,61.7,794,2205.555556,12.86871961,NR,NR
32462,32463,0.36,Ideal,H,VVS1,61.5,794,2205.555556,12.91056911,NR,NR
32463,32464,0.36,Ideal,H,VVS1,61.8,794,2205.555556,12.84789644,Negative,Negative
32464,32465,0.38,Ideal,G,VS1,61.5,794,2089.473684,12.91056911,Positive,Positive
32465,32466,0.3,Ideal,G,IF,62.6,794,2646.666667,12.68370607,Positve,Positve
32466,32467,0.36,Ideal,D,SI1,60.6,794,2205.555556,13.10231023,NR,NR
32467,32468,0.36,Very Good,D,SI1,63.2,794,2205.555556,12.56329114,NR,NR
32468,32469,0.36,Ideal,D,SI1,62.8,794,2205.555556,12.6433121,SP,SP
32471,32472,0.37,Premium,D,VS2,60.5,794,2145.945946,13.12396694,Negative,Negative
32472,32473,0.33,Very Good,G,VVS1,61.2,795,2409.090909,12.99019608,Negative,Negative
32473,32474,0.33,Very Good,G,VVS1,61.2,795,2409.090909,12.99019608,Negative,Negative
32474,32475,0.33,Very Good,G,VVS1,61.8,795,2409.090909,12.86407767,Negative,Negative
32475,32476,0.44,Very Good,I,VS2,62.5,795,1806.818182,12.72,SN,SN
32476,32477,0.34,Very Good,F,VS1,61.1,795,2338.235294,13.01145663,Negative,Negative
32477,32478,0.33,Very Good,H,IF,61.7,795,2409.090909,12.88492707,SN,SN
32478,32479,0.35,Ideal,F,VVS2,61.6,795,2271.428571,12.90584416,SN,SN
32479,32480,0.35,Ideal,F,VVS2,61.9,795,2271.428571,12.84329564,Positve,Positve
32480,32481,0.3,Ideal,E,VS2,61.8,795,2650.0,12.86407767,NR,NR
32481,32482,0.3,Ideal,E,VS2,61.4,795,2650.0,12.94788274,NR,NR
32482,32483,0.3,Ideal,G,VS1,61.8,795,2650.0,12.86407767,SP,SP
32483,32484,0.3,Ideal,F,VS1,61.8,795,2650.0,12.86407767,SN,SN
32484,32485,0.43,Ideal,G,SI1,61.8,795,1848.837209,12.86407767,SN,SN
32485,32486,0.43,Ideal,G,SI1,62.0,795,1848.837209,12.82258065,Negative,Negative
32486,32487,0.41,Premium,D,SI2,59.9,795,1939.02439,13.2721202,Negative,Negative
32487,32488,0.4,Very Good,G,SI1,62.6,795,1987.5,12.69968051,Negative,Negative
32488,32489,0.32,Ideal,G,VVS1,62.3,796,2487.5,12.77688604,Negative,Negative
32489,32490,0.32,Ideal,G,VVS1,61.4,796,2487.5,12.96416938,SN,SN
32490,32491,0.32,Ideal,G,VVS1,61.1,796,2487.5,13.02782324,Negative,Negative
32491,32492,0.38,Ideal,F,VS2,62.0,796,2094.736842,12.83870968,SN,SN
32492,32493,0.39,Ideal,E,VS2,61.4,796,2041.025641,12.96416938,SN,SN
32493,32494,0.32,Ideal,H,IF,61.6,796,2487.5,12.92207792,SP,SP
32494,32495,0.27,Ideal,F,IF,61.8,796,2948.148148,12.8802589,NR,NR
32495,32496,0.3,Good,F,IF,58.8,796,2653.333333,13.53741497,NR,NR
32496,32497,0.3,Premium,H,VVS1,60.7,796,2653.333333,13.11367381,NR,NR
32497,32498,0.43,Premium,D,SI1,62.4,796,1851.162791,12.75641026,Negative,Negative
32498,32499,0.41,Very Good,J,VS1,63.2,797,1943.902439,12.61075949,Positive,Positive
32499,32500,0.33,Premium,G,VS1,60.3,797,2415.151515,13.2172471,Positve,Positve
32500,32501,0.33,Premium,G,VS1,61.6,797,2415.151515,12.93831169,NR,NR
32501,32502,0.32,Very Good,F,VS1,60.0,798,2493.75,13.3,NR,NR
32502,32503,0.4,Very Good,F,SI1,63.3,798,1995.0,12.60663507,SP,SP
32503,32504,0.42,Very Good,G,SI1,61.9,798,1900.0,12.8917609,SN,SN
32504,32505,0.31,Ideal,G,VVS1,60.5,798,2574.193548,13.19008264,SN,SN
32505,32506,0.37,Ideal,G,VS1,60.9,798,2156.756757,13.10344828,Negative,Negative
32507,32508,0.4,Very Good,E,SI2,63.1,798,1995.0,12.64659271,Negative,Negative
32509,32510,0.4,Good,E,SI2,64.2,798,1995.0,12.42990654,SN,SN
32510,32511,0.4,Very Good,E,SI2,63.5,798,1995.0,12.56692913,Negative,Negative
32511,32512,0.4,Good,E,SI2,63.9,798,1995.0,12.48826291,SN,SN
32512,32513,0.4,Ideal,D,SI2,61.3,798,1995.0,13.01794454,SN,SN
32513,32514,0.4,Very Good,D,SI2,63.1,798,1995.0,12.64659271,Positve,Positve
32514,32515,0.4,Good,D,SI2,63.8,798,1995.0,12.50783699,NR,NR
32515,32516,0.4,Premium,D,SI2,63.0,798,1995.0,12.66666667,NR,NR
32516,32517,0.4,Good,D,SI2,63.9,798,1995.0,12.48826291,SP,SP
32517,32518,0.4,Very Good,D,SI2,63.1,798,1995.0,12.64659271,SN,SN
32518,32519,0.4,Very Good,D,SI2,63.4,798,1995.0,12.58675079,SN,SN
32519,32520,0.35,Ideal,G,VVS2,61.0,798,2280.0,13.08196721,Negative,Negative
32520,32521,0.35,Premium,H,VVS1,59.9,798,2280.0,13.32220367,Negative,Negative
32521,32522,0.35,Ideal,H,VVS1,61.5,798,2280.0,12.97560976,Negative,Negative
32522,32523,0.35,Very Good,G,VVS2,62.4,798,2280.0,12.78846154,Negative,Negative
32523,32524,0.35,Ideal,G,VVS2,62.1,798,2280.0,12.85024155,SN,SN
32524,32525,0.42,Ideal,G,VVS2,62.0,798,1900.0,12.87096774,Negative,Negative
32525,32526,0.35,Ideal,H,VVS1,62.3,798,2280.0,12.80898876,SN,SN
32526,32527,0.35,Very Good,H,VVS1,62.6,798,2280.0,12.74760383,SN,SN
32527,32528,0.35,Premium,H,VVS1,60.6,798,2280.0,13.16831683,SP,SP
32528,32529,0.35,Premium,H,VVS1,61.2,798,2280.0,13.03921569,NR,NR
32529,32530,0.35,Very Good,G,VVS2,62.8,798,2280.0,12.70700637,NR,NR
32530,32531,0.35,Very Good,G,VVS2,62.2,798,2280.0,12.82958199,NR,NR
32531,32532,0.35,Very Good,H,VVS1,61.2,798,2280.0,13.03921569,Negative,Negative
32532,32533,0.35,Ideal,H,VVS1,61.7,798,2280.0,12.93354943,Positive,Positive
32533,32534,0.35,Premium,H,VVS1,62.1,798,2280.0,12.85024155,Positve,Positve
32534,32535,0.39,Very Good,G,VS1,62.7,798,2046.153846,12.72727273,NR,NR
32535,32536,0.42,Ideal,G,SI1,62.0,799,1902.380952,12.88709677,NR,NR
32536,32537,0.27,Premium,E,VVS2,59.0,799,2959.259259,13.54237288,SP,SP
32537,32538,0.27,Ideal,E,VVS2,62.2,799,2959.259259,12.84565916,SN,SN
32538,32539,0.27,Ideal,E,VVS2,62.1,799,2959.259259,12.86634461,SN,SN
32539,32540,0.27,Premium,E,VVS1,60.6,799,2959.259259,13.18481848,Negative,Negative
32540,32541,0.27,Ideal,E,VVS2,61.8,799,2959.259259,12.92880259,Negative,Negative
32541,32542,0.27,Ideal,E,VVS2,63.0,799,2959.259259,12.68253968,Negative,Negative
32542,32543,0.27,Ideal,E,VVS2,62.0,799,2959.259259,12.88709677,Negative,Negative
32543,32544,0.27,Ideal,E,VVS2,62.5,799,2959.259259,12.784,SN,SN
32544,32545,0.27,Ideal,E,VVS1,62.3,799,2959.259259,12.82504013,Negative,Negative
32545,32546,0.27,Ideal,D,VVS2,62.6,799,2959.259259,12.76357827,SN,SN
32546,32547,0.27,Ideal,D,VVS1,61.9,799,2959.259259,12.90791599,SN,SN
32547,32548,0.27,Premium,D,VVS2,62.2,799,2959.259259,12.84565916,Positve,Positve
32548,32549,0.27,Ideal,D,VVS2,62.3,799,2959.259259,12.82504013,NR,NR
32549,32550,0.27,Ideal,D,VVS1,62.2,799,2959.259259,12.84565916,NR,NR
32550,32551,0.3,Fair,E,VS1,64.5,799,2663.333333,12.3875969,SP,SP
32551,32552,0.3,Premium,F,VS1,59.8,799,2663.333333,13.36120401,SN,SN
32552,32553,0.3,Ideal,G,IF,62.4,799,2663.333333,12.80448718,SN,SN
32553,32554,0.41,Very Good,G,VS2,61.4,800,1951.219512,13.02931596,Negative,Negative
32554,32555,0.32,Ideal,F,VVS2,62.1,800,2500.0,12.88244767,Negative,Negative
32555,32556,0.32,Ideal,F,VVS2,61.2,800,2500.0,13.07189542,Negative,Negative
32556,32557,0.32,Ideal,F,VVS2,60.9,800,2500.0,13.136289,Negative,Negative
32557,32558,0.32,Ideal,F,VVS2,61.2,800,2500.0,13.07189542,SN,SN
32558,32559,0.38,Ideal,I,VVS1,62.4,800,2105.263158,12.82051282,Negative,Negative
32559,32560,0.4,Ideal,H,VS2,61.6,800,2000.0,12.98701299,SN,SN
32560,32561,0.36,Ideal,D,VS2,61.8,800,2222.222222,12.94498382,SN,SN
32561,32562,0.31,Ideal,E,VS1,62.0,800,2580.645161,12.90322581,SP,SP
32562,32563,0.31,Ideal,E,VS1,61.7,800,2580.645161,12.96596434,NR,NR
32563,32564,0.31,Ideal,E,VS1,61.3,800,2580.645161,13.05057096,NR,NR
32564,32565,0.43,Ideal,G,SI2,61.1,800,1860.465116,13.09328969,NR,NR
32565,32566,0.38,Ideal,F,VS2,62.0,800,2105.263158,12.90322581,Negative,Negative
32566,32567,0.38,Very Good,F,VS2,60.9,800,2105.263158,13.136289,Positive,Positive
32567,32568,0.38,Premium,F,VS2,60.5,800,2105.263158,13.2231405,Positve,Positve
32568,32569,0.38,Ideal,G,VS1,62.5,800,2105.263158,12.8,NR,NR
32569,32570,0.38,Very Good,F,VS2,61.9,800,2105.263158,12.92407108,NR,NR
32570,32571,0.38,Ideal,F,VS2,62.1,800,2105.263158,12.88244767,SP,SP
32571,32572,0.38,Very Good,F,VS2,62.8,800,2105.263158,12.7388535,SN,SN
32572,32573,0.4,Premium,E,VS1,61.5,800,2000.0,13.00813008,SN,SN
32573,32574,0.38,Ideal,F,VS2,62.2,800,2105.263158,12.86173633,Negative,Negative
32574,32575,0.33,Very Good,F,VVS2,61.6,801,2427.272727,13.00324675,Negative,Negative
32575,32576,0.33,Very Good,F,VVS2,61.2,801,2427.272727,13.08823529,Negative,Negative
32576,32577,0.41,Very Good,F,SI1,62.4,801,1953.658537,12.83653846,Negative,Negative
32577,32578,0.41,Ideal,G,VS2,60.7,801,1953.658537,13.19604613,SN,SN
32578,32579,0.36,Ideal,E,VS2,61.5,801,2225.0,13.02439024,Negative,Negative
32579,32580,0.36,Ideal,D,SI1,61.6,801,2225.0,13.00324675,SN,SN
32580,32581,0.32,Good,E,VVS1,59.4,801,2503.125,13.48484848,SN,SN
32581,32582,0.32,Good,E,VS2,58.8,801,2503.125,13.62244898,Positve,Positve
32582,32583,0.31,Premium,F,VVS1,59.7,801,2583.870968,13.41708543,NR,NR
32583,32584,0.31,Ideal,F,VVS1,61.9,801,2583.870968,12.94022617,NR,NR
32584,32585,0.31,Ideal,G,IF,62.0,801,2583.870968,12.91935484,SP,SP
32585,32586,0.31,Ideal,E,VVS1,62.4,801,2583.870968,12.83653846,SN,SN
32586,32587,0.33,Ideal,E,VVS2,61.4,802,2430.30303,13.06188925,SN,SN
32587,32588,0.33,Ideal,E,VVS2,61.0,802,2430.30303,13.14754098,Negative,Negative
32588,32589,0.3,Ideal,D,VVS2,59.4,802,2673.333333,13.5016835,Negative,Negative
32589,32590,0.33,Ideal,G,VVS1,61.8,802,2430.30303,12.97734628,Negative,Negative
32590,32591,0.33,Ideal,G,VVS1,60.4,802,2430.30303,13.2781457,Negative,Negative
32591,32592,0.32,Ideal,G,VVS1,62.1,802,2506.25,12.91465378,SN,SN
32592,32593,0.3,Ideal,F,VVS1,61.8,802,2673.333333,12.97734628,Negative,Negative
32593,32594,0.3,Ideal,F,VVS1,62.0,802,2673.333333,12.93548387,SN,SN
32594,32595,0.3,Ideal,F,VVS1,62.4,802,2673.333333,12.8525641,SN,SN
32595,32596,0.3,Ideal,F,VVS1,61.2,802,2673.333333,13.10457516,SP,SP
32596,32597,0.3,Ideal,F,VVS1,62.1,802,2673.333333,12.91465378,NR,NR
32597,32598,0.3,Ideal,F,VVS1,61.9,802,2673.333333,12.95638126,NR,NR
32599,32600,0.34,Ideal,D,VS2,61.9,802,2358.823529,12.95638126,Negative,Negative
32600,32601,0.39,Ideal,G,VS1,61.8,802,2056.410256,12.97734628,Positive,Positive
32601,32602,0.31,Premium,F,VS2,61.2,802,2587.096774,13.10457516,Positve,Positve
32602,32603,0.31,Ideal,F,VS2,62.1,802,2587.096774,12.91465378,NR,NR
32603,32604,0.31,Premium,F,VS2,59.7,802,2587.096774,13.43383585,NR,NR
32604,32605,0.31,Premium,F,VS2,59.0,802,2587.096774,13.59322034,SP,SP
32605,32606,0.31,Ideal,G,VS1,61.3,802,2587.096774,13.08319739,SN,SN
32606,32607,0.31,Premium,H,VVS2,61.2,802,2587.096774,13.10457516,SN,SN
32607,32608,0.31,Ideal,H,VVS2,61.5,802,2587.096774,13.04065041,Negative,Negative
32608,32609,0.31,Premium,H,VVS2,61.4,802,2587.096774,13.06188925,Negative,Negative
32609,32610,0.31,Ideal,H,VVS2,62.3,802,2587.096774,12.87319422,Negative,Negative
32610,32611,0.26,Ideal,G,VS1,61.4,456,1753.846154,7.426710098,Negative,Negative
32611,32612,0.32,Ideal,E,SI2,61.3,456,1425.0,7.438825449,SN,SN
32612,32613,0.33,Ideal,I,SI1,62.0,456,1381.818182,7.35483871,Negative,Negative
32613,32614,0.3,Good,G,VS2,63.5,456,1520.0,7.181102362,SN,SN
32614,32615,0.25,Very Good,G,VVS1,59.4,457,1828.0,7.693602694,SN,SN
32615,32616,0.34,Very Good,I,VS2,61.6,457,1344.117647,7.418831169,Positve,Positve
32616,32617,0.3,Very Good,H,VS2,62.6,457,1523.333333,7.300319489,NR,NR
32617,32618,0.3,Ideal,H,VS2,62.1,457,1523.333333,7.359098229,NR,NR
32618,32619,0.3,Ideal,H,VS2,62.0,457,1523.333333,7.370967742,SP,SP
32619,32620,0.3,Ideal,I,VS1,62.3,457,1523.333333,7.335473515,SN,SN
32620,32621,0.3,Ideal,I,VS1,62.5,457,1523.333333,7.312,SN,SN
32621,32622,0.3,Ideal,I,VS1,62.0,457,1523.333333,7.370967742,Negative,Negative
32622,32623,0.31,Ideal,H,SI1,61.5,457,1474.193548,7.430894309,Negative,Negative
32623,32624,0.31,Good,I,VS1,63.9,457,1474.193548,7.151799687,Negative,Negative
32624,32625,0.31,Very Good,H,VS2,58.9,457,1474.193548,7.758913413,Negative,Negative
32625,32626,0.23,Very Good,E,VVS2,61.4,458,1991.304348,7.459283388,SN,SN
32626,32627,0.23,Very Good,D,VVS2,62.4,458,1991.304348,7.33974359,Negative,Negative
32627,32628,0.23,Very Good,D,VVS1,59.7,458,1991.304348,7.671691792,SN,SN
32628,32629,0.28,Very Good,D,VS1,60.5,458,1635.714286,7.570247934,SN,SN
32630,32631,0.23,Good,E,VVS1,60.6,458,1991.304348,7.557755776,NR,NR
32631,32632,0.28,Good,E,VS1,63.1,458,1635.714286,7.258320127,NR,NR
32632,32633,0.31,Very Good,F,SI1,58.8,459,1480.645161,7.806122449,NR,NR
32633,32634,0.27,Ideal,I,VVS2,62.1,459,1700.0,7.391304348,Negative,Negative
32634,32635,0.36,Ideal,J,VS2,61.5,459,1275.0,7.463414634,Positive,Positive
32635,32636,0.27,Ideal,G,VS2,61.4,459,1700.0,7.475570033,Positve,Positve
32636,32637,0.25,Ideal,G,VS2,61.4,459,1836.0,7.475570033,NR,NR
32637,32638,0.25,Ideal,G,VS2,61.8,459,1836.0,7.427184466,NR,NR
32638,32639,0.32,Ideal,G,SI2,61.6,459,1434.375,7.451298701,SP,SP
32639,32640,0.34,Very Good,I,SI1,60.4,459,1350.0,7.599337748,SN,SN
32640,32641,0.31,Ideal,H,VVS2,62.2,802,2587.096774,12.89389068,SN,SN
32641,32642,0.31,Ideal,H,VVS2,62.5,802,2587.096774,12.832,Negative,Negative
32642,32643,0.31,Premium,H,VVS2,60.6,802,2587.096774,13.23432343,Negative,Negative
32643,32644,0.31,Premium,H,VVS2,61.2,802,2587.096774,13.10457516,Negative,Negative
32644,32645,0.31,Ideal,H,VVS2,62.4,802,2587.096774,12.8525641,Negative,Negative
32645,32646,0.31,Premium,H,VVS2,61.9,802,2587.096774,12.95638126,SN,SN
32646,32647,0.31,Ideal,H,VVS2,61.8,802,2587.096774,12.97734628,Negative,Negative
32647,32648,0.31,Ideal,H,VVS2,61.1,802,2587.096774,13.12602291,SN,SN
32648,32649,0.31,Ideal,H,VVS2,62.6,802,2587.096774,12.8115016,SN,SN
32649,32650,0.31,Premium,H,VVS2,61.4,802,2587.096774,13.06188925,Positve,Positve
32650,32651,0.31,Ideal,H,VVS2,62.4,802,2587.096774,12.8525641,NR,NR
32651,32652,0.31,Ideal,H,VVS2,62.4,802,2587.096774,12.8525641,NR,NR
32652,32653,0.31,Ideal,H,VVS2,62.2,802,2587.096774,12.89389068,SP,SP
32653,32654,0.31,Premium,H,VVS2,61.4,802,2587.096774,13.06188925,SN,SN
32654,32655,0.31,Premium,H,VVS2,62.3,802,2587.096774,12.87319422,SN,SN
32655,32656,0.31,Premium,H,VVS2,62.4,802,2587.096774,12.8525641,Negative,Negative
32656,32657,0.31,Good,H,VVS2,63.7,802,2587.096774,12.59026688,Negative,Negative
32657,32658,0.31,Good,H,VVS2,63.6,802,2587.096774,12.61006289,Negative,Negative
32658,32659,0.31,Very Good,H,VVS2,63.4,802,2587.096774,12.64984227,Negative,Negative
32659,32660,0.31,Premium,H,VVS2,62.6,802,2587.096774,12.8115016,SN,SN
32660,32661,0.31,Ideal,H,VVS2,62.8,802,2587.096774,12.77070064,Negative,Negative
32661,32662,0.31,Premium,H,VVS2,61.9,802,2587.096774,12.95638126,SN,SN
32662,32663,0.31,Premium,H,VVS2,62.4,802,2587.096774,12.8525641,SN,SN
32663,32664,0.31,Premium,H,VVS2,62.6,802,2587.096774,12.8115016,SP,SP
32664,32665,0.31,Premium,G,VS1,59.5,802,2587.096774,13.4789916,NR,NR
32665,32666,0.31,Ideal,G,VS1,61.5,802,2587.096774,13.04065041,NR,NR
32666,32667,0.31,Ideal,G,VS1,61.0,802,2587.096774,13.14754098,NR,NR
32667,32668,0.31,Premium,G,VS1,61.2,802,2587.096774,13.10457516,Negative,Negative
32668,32669,0.31,Ideal,G,VS1,61.4,802,2587.096774,13.06188925,Positive,Positive
32669,32670,0.31,Premium,G,VS1,59.6,802,2587.096774,13.45637584,Positve,Positve
32670,32671,0.31,Premium,G,VS1,61.2,802,2587.096774,13.10457516,NR,NR
32671,32672,0.31,Ideal,G,VS1,62.4,802,2587.096774,12.8525641,NR,NR
32672,32673,0.31,Ideal,G,VS1,62.1,802,2587.096774,12.91465378,SP,SP
32673,32674,0.31,Ideal,G,VS1,62.1,802,2587.096774,12.91465378,SN,SN
32674,32675,0.31,Ideal,G,VS1,62.5,802,2587.096774,12.832,SN,SN
32675,32676,0.31,Premium,G,VS1,62.4,802,2587.096774,12.8525641,Negative,Negative
32676,32677,0.31,Premium,G,VS1,61.8,802,2587.096774,12.97734628,Negative,Negative
32677,32678,0.31,Premium,G,VS1,62.2,802,2587.096774,12.89389068,Negative,Negative
32678,32679,0.31,Premium,G,VS1,60.8,802,2587.096774,13.19078947,Negative,Negative
32679,32680,0.31,Premium,G,VS1,62.1,802,2587.096774,12.91465378,SN,SN
32680,32681,0.31,Premium,G,VS1,62.1,802,2587.096774,12.91465378,Negative,Negative
32681,32682,0.31,Premium,G,VS1,61.2,802,2587.096774,13.10457516,SN,SN
32682,32683,0.31,Premium,G,VS1,62.9,802,2587.096774,12.75039746,SN,SN
32683,32684,0.31,Premium,G,VS1,62.4,802,2587.096774,12.8525641,Positve,Positve
32684,32685,0.31,Ideal,G,VS1,62.9,802,2587.096774,12.75039746,NR,NR
32685,32686,0.31,Premium,G,VS1,63.0,802,2587.096774,12.73015873,NR,NR
32686,32687,0.31,Very Good,G,VS1,63.2,802,2587.096774,12.68987342,SP,SP
32687,32688,0.31,Very Good,G,VS1,63.2,802,2587.096774,12.68987342,SN,SN
32688,32689,0.31,Very Good,G,VS1,63.3,802,2587.096774,12.66982622,SN,SN
32689,32690,0.31,Good,G,VS1,63.8,802,2587.096774,12.57053292,Negative,Negative
32690,32691,0.31,Very Good,G,VS1,63.1,802,2587.096774,12.70998415,Negative,Negative
32691,32692,0.31,Premium,G,VS1,62.8,802,2587.096774,12.77070064,Negative,Negative
32692,32693,0.31,Good,G,VS1,63.7,802,2587.096774,12.59026688,Negative,Negative
32693,32694,0.31,Very Good,G,VS1,63.2,802,2587.096774,12.68987342,SN,SN
32694,32695,0.31,Premium,F,VS2,61.4,802,2587.096774,13.06188925,Negative,Negative
32695,32696,0.31,Ideal,F,VS2,60.8,802,2587.096774,13.19078947,SN,SN
32696,32697,0.31,Premium,F,VS2,59.3,802,2587.096774,13.52445194,SN,SN
32697,32698,0.31,Premium,F,VS2,61.6,802,2587.096774,13.01948052,SP,SP
32698,32699,0.31,Ideal,F,VS2,61.9,802,2587.096774,12.95638126,NR,NR
32699,32700,0.31,Ideal,F,VS2,62.3,802,2587.096774,12.87319422,NR,NR
32700,32701,0.31,Ideal,F,VS2,62.0,802,2587.096774,12.93548387,NR,NR
32701,32702,0.31,Ideal,F,VS2,61.6,802,2587.096774,13.01948052,Negative,Negative
32702,32703,0.31,Ideal,F,VS2,60.8,802,2587.096774,13.19078947,Positive,Positive
32703,32704,0.31,Ideal,F,VS2,62.1,802,2587.096774,12.91465378,Positve,Positve
32704,32705,0.31,Premium,F,VS2,61.5,802,2587.096774,13.04065041,NR,NR
32705,32706,0.31,Premium,F,VS2,60.8,802,2587.096774,13.19078947,NR,NR
32706,32707,0.31,Ideal,F,VS2,61.5,802,2587.096774,13.04065041,SP,SP
32707,32708,0.31,Premium,F,VS2,61.7,802,2587.096774,12.99837925,SN,SN
32708,32709,0.31,Premium,F,VS2,62.3,802,2587.096774,12.87319422,SN,SN
32709,32710,0.31,Ideal,F,VS2,61.8,802,2587.096774,12.97734628,Negative,Negative
32710,32711,0.31,Ideal,F,VS2,62.3,802,2587.096774,12.87319422,Negative,Negative
32711,32712,0.31,Ideal,F,VS2,62.8,802,2587.096774,12.77070064,Negative,Negative
32712,32713,0.31,Very Good,F,VS2,63.4,802,2587.096774,12.64984227,Negative,Negative
32713,32714,0.31,Ideal,F,VS2,61.9,802,2587.096774,12.95638126,SN,SN
32714,32715,0.31,Premium,F,VS2,62.0,802,2587.096774,12.93548387,Negative,Negative
32715,32716,0.31,Premium,F,VS2,61.4,802,2587.096774,13.06188925,SN,SN
32716,32717,0.31,Premium,F,VS2,61.4,802,2587.096774,13.06188925,SN,SN
32717,32718,0.31,Premium,F,VS2,61.3,802,2587.096774,13.08319739,Positve,Positve
32718,32719,0.31,Ideal,F,VS2,62.4,802,2587.096774,12.8525641,NR,NR
32719,32720,0.31,Premium,F,VS2,62.4,802,2587.096774,12.8525641,NR,NR
32720,32721,0.31,Ideal,F,VS2,62.3,802,2587.096774,12.87319422,SP,SP
32721,32722,0.31,Premium,F,VS2,62.7,802,2587.096774,12.79106858,SN,SN
32722,32723,0.31,Ideal,F,VS2,62.7,802,2587.096774,12.79106858,SN,SN
32723,32724,0.31,Premium,F,VS2,61.8,802,2587.096774,12.97734628,Negative,Negative
32724,32725,0.31,Ideal,F,VS2,62.9,802,2587.096774,12.75039746,Negative,Negative
32725,32726,0.31,Ideal,F,VS2,62.3,802,2587.096774,12.87319422,Negative,Negative
32726,32727,0.31,Premium,F,VS2,62.3,802,2587.096774,12.87319422,Negative,Negative
32727,32728,0.31,Ideal,F,VS2,61.3,802,2587.096774,13.08319739,SN,SN
32728,32729,0.31,Premium,F,VS2,62.0,802,2587.096774,12.93548387,Negative,Negative
32729,32730,0.31,Ideal,F,VS2,62.6,802,2587.096774,12.8115016,SN,SN
32730,32731,0.31,Ideal,F,VS2,62.6,802,2587.096774,12.8115016,SN,SN
32731,32732,0.31,Premium,F,VS2,62.3,802,2587.096774,12.87319422,SP,SP
32732,32733,0.31,Very Good,F,VS2,63.4,802,2587.096774,12.64984227,NR,NR
32733,32734,0.31,Good,F,VS2,63.9,802,2587.096774,12.55086072,NR,NR
32734,32735,0.31,Premium,F,VS2,62.9,802,2587.096774,12.75039746,NR,NR
32735,32736,0.31,Premium,F,VS2,62.9,802,2587.096774,12.75039746,Negative,Negative
32736,32737,0.31,Ideal,F,VS2,62.6,802,2587.096774,12.8115016,Positive,Positive
32737,32738,0.31,Ideal,F,VS2,62.8,802,2587.096774,12.77070064,Positve,Positve
32738,32739,0.31,Premium,F,VS2,59.7,802,2587.096774,13.43383585,NR,NR
32739,32740,0.31,Ideal,F,VS2,61.9,802,2587.096774,12.95638126,NR,NR
32740,32741,0.33,Ideal,E,VS1,60.0,802,2430.30303,13.36666667,SP,SP
32741,32742,0.31,Premium,G,VS1,62.2,802,2587.096774,12.89389068,SN,SN
32742,32743,0.31,Premium,G,VS1,62.0,802,2587.096774,12.93548387,SN,SN
32743,32744,0.32,Ideal,F,VVS1,61.5,803,2509.375,13.05691057,Negative,Negative
32744,32745,0.31,Ideal,D,VS2,60.7,803,2590.322581,13.22899506,Negative,Negative
32745,32746,0.33,Ideal,D,VS2,60.7,803,2433.333333,13.22899506,Negative,Negative
32746,32747,0.36,Ideal,F,VS1,61.5,803,2230.555556,13.05691057,Negative,Negative
32747,32748,0.36,Ideal,F,VS1,61.3,803,2230.555556,13.0995106,SN,SN
32748,32749,0.36,Ideal,F,VS1,61.3,803,2230.555556,13.0995106,Negative,Negative
32749,32750,0.36,Ideal,F,VS1,60.8,803,2230.555556,13.20723684,SN,SN
32750,32751,0.43,Ideal,E,SI1,61.2,803,1867.44186,13.12091503,SN,SN
32751,32752,0.42,Premium,I,SI1,62.6,803,1911.904762,12.82747604,Positve,Positve
32752,32753,0.34,Premium,D,SI1,60.2,803,2361.764706,13.33887043,NR,NR
32753,32754,0.34,Premium,D,SI1,62.8,803,2361.764706,12.7866242,NR,NR
32754,32755,0.34,Very Good,D,SI1,63.1,803,2361.764706,12.72583201,SP,SP
32755,32756,0.34,Ideal,D,SI1,62.3,803,2361.764706,12.88924559,SN,SN
32756,32757,0.42,Premium,I,SI1,61.2,803,1911.904762,13.12091503,SN,SN
32757,32758,0.34,Premium,I,VVS1,61.9,803,2361.764706,12.97253635,Negative,Negative
32758,32759,0.34,Premium,I,VVS1,62.6,803,2361.764706,12.82747604,Negative,Negative
32759,32760,0.34,Premium,I,VVS1,60.5,803,2361.764706,13.27272727,Negative,Negative
32760,32761,0.34,Premium,I,VVS1,62.4,803,2361.764706,12.86858974,Negative,Negative
